CIS	CISLabel	BN	BNlabel	NIMED	UCD13	CISLabel_processed
CIS61516679	ENALAPRIL/LERCANIDIPINE BOUCHARA-RECORDATI 20 mg/20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	33342	3400894215714	enalapril/lercanidipine bouchara-recordati 20 mg/20 mg, comprime pellicule
CIS60156413	ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32414	3400894398035	enalapril/lercanidipine arrow 20 mg/10 mg, comprime pellicule
CIS64371242	RENITEC 5 mg, comprimé	http://www.romedi.fr/romedi/BN7qe6h99jcotegt8m4bpjm4ku8cpur5ih	RENITEC	4113	3400890789431	renitec 5 mg, comprime
CIS68128273	RENITEC 20 mg, comprimé	http://www.romedi.fr/romedi/BN7qe6h99jcotegt8m4bpjm4ku8cpur5ih	RENITEC	3944	3400890789370	renitec 20 mg, comprime
CIS69155138	CO RENITEC 20 mg/12,5 mg, comprimé	http://www.romedi.fr/romedi/BNsrq15gv4kqump5u6g1bbd0mv9qd11dbn	CO RENITEC	938	3400891297584	co renitec 20 mg/12,5 mg, comprime
CIS64516780	ENALAPRIL CRISTERS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	14420	3400892555690	enalapril cristers 20 mg, comprime secable
CIS64879575	ENALAPRIL EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	13743	3400892326405	enalapril eg 20 mg, comprime secable
CIS65306863	ENALAPRIL MYLAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	13353	3400892296265	enalapril mylan 20 mg, comprime secable
CIS65424420	ENALAPRIL CRISTERS 5 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	14421	3400892555751	enalapril cristers 5 mg, comprime secable
CIS65471270	ENALAPRIL TEVA SANTE 20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	14680	3400892423838	enalapril teva sante 20 mg, comprime secable
CIS66834290	ENALAPRIL SANDOZ 20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	13699	3400892314808	enalapril sandoz 20 mg, comprime secable
CIS64436163	ENALAPRIL/HYDROCHLOROTHIAZIDE MYLAN 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	15042	3400892674438	enalapril/hydrochlorothiazide mylan 20 mg/12,5 mg, comprime secable
CIS64698571	ENALAPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	15971	3400892812137	enalapril/hydrochlorothiazide eg 20 mg/12,5 mg, comprime secable
CIS67764254	ENALAPRIL/HYDROCHLOROTHIAZIDE RPG 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	15054	3400892713380	enalapril/hydrochlorothiazide rpg 20 mg/12,5 mg, comprime secable
CIS68162083	ENALAPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	14912	3400892674377	enalapril/hydrochlorothiazide biogaran 20 mg/12,5 mg, comprime secable
CIS68355755	ENALAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	16267	3400892815909	enalapril/hydrochlorothiazide zentiva 20 mg/12,5 mg, comprime secable
CIS64707020	ENALAPRIL EVOLUGEN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	29592	3400893169636	enalapril evolugen 5 mg, comprime secable
CIS65593228	ENALAPRIL/HYDROCHLOROTHIAZIDE CRISTERS 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	29704	3400893389539	enalapril/hydrochlorothiazide cristers 20 mg/12,5 mg, comprime secable
CIS66164527	ENALAPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNnvnnl6r1lohrbdt97h25e599su18eqne	ENALAPRIL/HYDROCHLOROTHIAZIDE	25015	3400893164082	enalapril/hydrochlorothiazide arrow lab 20 mg/12,5 mg, comprime secable
CIS69974066	ZANEXTRA 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNdmu811u5qdqoj0qr9rtk9q21pht175r5	ZANEXTRA	22412	3400893313138	zanextra 20 mg/10 mg, comprime pellicule
CIS68186440	LERCAPRESS 20 mg/20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNgbqeorqidcnoefb3j5v6ovlhq3sfjsaq	LERCAPRESS	29961	3400894112426	lercapress 20 mg/20 mg, comprime pellicule
CIS68565554	ENALAPRIL RANBAXY 5 mg, comprimé	http://www.romedi.fr/romedi/BN5jmkmsmmnuh5vg1tb6nkqs4g188jeem3	ENALAPRIL	29062	3400893966433	enalapril ranbaxy 5 mg, comprime
CIS69939179	ZANEXTRA 20 mg/20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNdmu811u5qdqoj0qr9rtk9q21pht175r5	ZANEXTRA	29168	3400894112594	zanextra 20 mg/20 mg, comprime pellicule
CIS64408146	ENALAPRIL/LERCANIDIPINE BIOGARAN 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32037	3400894361015	enalapril/lercanidipine biogaran 20 mg/10 mg, comprime pellicule
CIS65265384	ENALAPRIL/LERCANIDIPINE TEVA 20 mg/20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	33330	3400894500414	enalapril/lercanidipine teva 20 mg/20 mg, comprime pellicule
CIS65569348	ENALAPRIL/LERCANIDIPINE KRKA 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32040	3400894361183	enalapril/lercanidipine krka 20 mg/10 mg, comprime pellicule
CIS67037244	ENALAPRIL/LERCANIDIPINE EG 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32388	3400894376842	enalapril/lercanidipine eg 20 mg/10 mg, comprime pellicule
CIS67413458	ENALAPRIL/LERCANIDIPINE TEVA 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32038	3400894325116	enalapril/lercanidipine teva 20 mg/10 mg, comprime pellicule
CIS67415847	ENALAPRIL/LERCANIDIPINE MYLAN 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32682	3400894376903	enalapril/lercanidipine mylan 20 mg/10 mg, comprime pellicule
CIS67620962	ENALAPRIL/LERCANIDIPINE CRISTERS 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32382	3400894391920	enalapril/lercanidipine cristers 20 mg/10 mg, comprime pellicule
CIS68464046	ENALAPRIL/LERCANIDIPINE BOUCHARA-RECORDATI 20 mg/10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNeo37au42o7p748uv6fpc9nfhc4h0tr68	ENALAPRIL/LERCANIDIPINE	32039	3400894215653	enalapril/lercanidipine bouchara-recordati 20 mg/10 mg, comprime pellicule
CIS61120893	VFEND 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNmg2bq79jmjv5sl2qcnfpf3rt6gd2rtm0	VFEND	15555	3400892401317	vfend 200 mg, comprime pellicule
CIS63830251	VFEND 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNmg2bq79jmjv5sl2qcnfpf3rt6gd2rtm0	VFEND	15556	3400892401485	vfend 50 mg, comprime pellicule
CIS60740165	VORICONAZOLE ACCORD 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnc8h2pk9f03e0ui1923vrqe9i3v8fa32	VORICONAZOLE	30831	3400894139331	voriconazole accord 50 mg, comprime pellicule
CIS63739307	VORICONAZOLE OHRE PHARMA 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnc8h2pk9f03e0ui1923vrqe9i3v8fa32	VORICONAZOLE	30784	3400894183273	voriconazole ohre pharma 50 mg, comprime pellicule
CIS64665856	VFEND 200 mg, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BNmg2bq79jmjv5sl2qcnfpf3rt6gd2rtm0	VFEND	13885	3400892401256	vfend 200 mg, poudre pour solution pour perfusion
CIS66425767	VFEND 40 mg/ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNmg2bq79jmjv5sl2qcnfpf3rt6gd2rtm0	VFEND	14823	3400892617886	vfend 40 mg/ml, poudre pour suspension buvable
CIS66854364	VORICONAZOLE MYLAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnc8h2pk9f03e0ui1923vrqe9i3v8fa32	VORICONAZOLE	30872	3400894190837	voriconazole mylan 200 mg, comprime pellicule
CIS68609125	VORICONAZOLE OHRE PHARMA 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnc8h2pk9f03e0ui1923vrqe9i3v8fa32	VORICONAZOLE	30783	3400894183105	voriconazole ohre pharma 200 mg, comprime pellicule
CIS69742819	VORICONAZOLE BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNnc8h2pk9f03e0ui1923vrqe9i3v8fa32	VORICONAZOLE	32102	3400894383017	voriconazole biogaran 200 mg, comprime pellicule
CIS69816080	VORICONAZOLE ARROW 200 mg, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BNnc8h2pk9f03e0ui1923vrqe9i3v8fa32	VORICONAZOLE	30787	3400894179832	voriconazole arrow 200 mg, poudre pour solution pour perfusion
CIS63564053	PLAVIX 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7ehrlhn6vlose1f6v861hgde9qhrjo2	PLAVIX	11502	3400892052588	plavix 75 mg, comprime pellicule
CIS60562855	PLAVIX 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7ehrlhn6vlose1f6v861hgde9qhrjo2	PLAVIX	21666	3400893149935	plavix 300 mg, comprime pellicule
CIS63095428	CLOPIDOGREL ARROW GENERIQUES 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22547	3400893408322	clopidogrel arrow generiques 75 mg, comprime pellicule
CIS64132502	CLOPIDOGREL MYLAN 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	24662	3400893412114	clopidogrel mylan 75 mg, comprime pellicule
CIS60124999	CLOPIDOGREL ZF 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	28406	3400893953075	clopidogrel zf 75 mg, comprime pellicule
CIS63356668	CLOPIDOGREL TEVA 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	28355	3400894024217	clopidogrel teva 75 mg, comprime pellicule
CIS63564053	PLAVIX 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNn7ehrlhn6vlose1f6v861hgde9qhrjo2	PLAVIX	28885	3400894090960	plavix 75 mg, comprime pellicule
CIS64604935	CLOPIDOGREL ALTER 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	29725	3400893410622	clopidogrel alter 75 mg, comprime pellicule
CIS67036338	CLOPIDOGREL SANDOZ 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	27680	3400893531778	clopidogrel sandoz 75 mg, comprime pellicule
CIS67088979	CLOPIDOGREL EG 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22525	3400893410912	clopidogrel eg 75 mg, comprime pellicule
CIS67256341	CLOPIDOGREL BIOGARAN 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22269	3400893410790	clopidogrel biogaran 75 mg, comprime pellicule
CIS67602487	CLOPIDOGREL ARROW LAB 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	24218	3400893411803	clopidogrel arrow lab 75 mg, comprime pellicule
CIS68235154	CLOPIDOGREL ALMUS 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	29724	3400893410561	clopidogrel almus 75 mg, comprime pellicule
CIS68519902	CLOPIDOGREL ZENTIVA 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	22559	3400893189917	clopidogrel zentiva 75 mg, comprime pellicule
CIS65534176	CLOPIDOGREL BGR 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi23v4ju7sccpvjbq4ggu644a3p16phpi	CLOPIDOGREL	27555	3400893926451	clopidogrel bgr 75 mg, comprime pellicule
CIS61774341	ACTICARBINE, comprimé enrobé	http://www.romedi.fr/romedi/BNblmn64vdr3ehmvu2dbjb7pqvcq7mbm20	ACTICARBINE	482	3400890007054	acticarbine, comprime enrobe
CIS60658234	LESCOL 20 mg, gélule	http://www.romedi.fr/romedi/BNpa7o906br2uu8ofbt013gheehdiddpa1	LESCOL	9515	3400891809435	lescol 20 mg, gelule
CIS60944132	FRACTAL 40 mg, gélule	http://www.romedi.fr/romedi/BNqdt5lqttdecn5md0i96b9695c9g7ftfu	FRACTAL	9518	3400891820959	fractal 40 mg, gelule
CIS60944132	FRACTAL 40 mg, gélule	http://www.romedi.fr/romedi/BNqdt5lqttdecn5md0i96b9695c9g7ftfu	FRACTAL	21816	3400891820959	fractal 40 mg, gelule
CIS60852004	LESCOL L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNpa7o906br2uu8ofbt013gheehdiddpa1	LESCOL	13734	3400892319711	lescol l.p. 80 mg, comprime pellicule a liberation prolongee
CIS60679068	FLUVASTATINE ZENTIVA L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	25243	3400893396742	fluvastatine zentiva l.p. 80 mg, comprime pellicule a liberation prolongee
CIS60788231	FLUVASTATINE ISOMED 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	28979	3400893457238	fluvastatine isomed 20 mg, gelule
CIS60852253	FLUVASTATINE MYLAN 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	22277	3400893385807	fluvastatine mylan 40 mg, gelule
CIS61017384	FLUVASTATINE RATIOPHARM L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	30077	3400893493137	fluvastatine ratiopharm l.p. 80 mg, comprime pellicule a liberation prolongee
CIS61763366	FLUVASTATINE ARROW 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24786	3400893415184	fluvastatine arrow 20 mg, gelule
CIS61940966	FLUVASTATINE ARROW 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24692	3400893415245	fluvastatine arrow 40 mg, gelule
CIS62066676	FLUVASTATINE TEVA L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24102	3400893386286	fluvastatine teva l.p. 80 mg, comprime pellicule a liberation prolongee
CIS62468632	FLUVASTATINE MYLAN 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	22276	3400893385746	fluvastatine mylan 20 mg, gelule
CIS62756595	FLUVASTATINE SANDOZ 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	23807	3400893136638	fluvastatine sandoz 20 mg, gelule
CIS62854267	FLUVASTATINE EVOLUGEN L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	29979	3400893396803	fluvastatine evolugen l.p. 80 mg, comprime pellicule a liberation prolongee
CIS62912304	FLUVASTATINE ARROW L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	26905	3400893400166	fluvastatine arrow l.p. 80 mg, comprime pellicule a liberation prolongee
CIS63405147	FLUVASTATINE EG L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24341	3400893396513	fluvastatine eg l.p. 80 mg, comprime pellicule a liberation prolongee
CIS63550908	FLUVASTATINE EG 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24086	3400893326893	fluvastatine eg 40 mg, gelule
CIS63689911	FLUVASTATINE ACTAVIS L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	25745	3400893356531	fluvastatine actavis l.p. 80 mg, comprime pellicule a liberation prolongee
CIS63897780	FLUVASTATINE BIOGARAN 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24224	3400893427712	fluvastatine biogaran 20 mg, gelule
CIS60958826	FLUVASTATINE ACCORD LP 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	28142	3400893955147	fluvastatine accord lp 80 mg, comprime pellicule a liberation prolongee
CIS61943567	FLUVASTATINE ZENTIVA 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	25246	3400893519424	fluvastatine zentiva 40 mg, gelule
CIS65169457	LESCOL 40 mg, gélule	http://www.romedi.fr/romedi/BNpa7o906br2uu8ofbt013gheehdiddpa1	LESCOL	9516	3400891809664	lescol 40 mg, gelule
CIS68514385	FRACTAL 20 mg, gélule	http://www.romedi.fr/romedi/BNqdt5lqttdecn5md0i96b9695c9g7ftfu	FRACTAL	21815	3400891820898	fractal 20 mg, gelule
CIS68514385	FRACTAL 20 mg, gélule	http://www.romedi.fr/romedi/BNqdt5lqttdecn5md0i96b9695c9g7ftfu	FRACTAL	9517	3400891820898	fractal 20 mg, gelule
CIS64916550	FRACTAL L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNqdt5lqttdecn5md0i96b9695c9g7ftfu	FRACTAL	13686	3400892313276	fractal l.p. 80 mg, comprime pellicule a liberation prolongee
CIS64916550	FRACTAL L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNqdt5lqttdecn5md0i96b9695c9g7ftfu	FRACTAL	21817	3400892313276	fractal l.p. 80 mg, comprime pellicule a liberation prolongee
CIS64300843	FLUVASTATINE SANDOZ 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	23808	3400893136867	fluvastatine sandoz 40 mg, gelule
CIS65550846	FLUVASTATINE TEVA 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	23907	3400893213612	fluvastatine teva 40 mg, gelule
CIS65769893	FLUVASTATINE CRISTERS L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	29988	3400893465271	fluvastatine cristers l.p. 80 mg, comprime pellicule a liberation prolongee
CIS66518260	FLUVASTATINE BIOGARAN L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24718	3400893356760	fluvastatine biogaran l.p. 80 mg, comprime pellicule a liberation prolongee
CIS66946962	FLUVASTATINE BIOGARAN 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24217	3400893427880	fluvastatine biogaran 40 mg, gelule
CIS67496781	FLUVASTATINE RANBAXY L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	29980	3400893396681	fluvastatine ranbaxy l.p. 80 mg, comprime pellicule a liberation prolongee
CIS68067589	FLUVASTATINE SANDOZ LP 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	26492	3400893247440	fluvastatine sandoz lp 80 mg, comprime pellicule a liberation prolongee
CIS66605982	FLUVASTATINE TEVA 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	23906	3400893213551	fluvastatine teva 20 mg, gelule
CIS67331299	FLUVASTATINE ZENTIVA 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	25263	3400893519363	fluvastatine zentiva 20 mg, gelule
CIS68272626	FLUVASTATINE MYLAN LP 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	22275	3400893247389	fluvastatine mylan lp 80 mg, comprime pellicule a liberation prolongee
CIS69366822	FLUVASTATINE EG 20 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	24036	3400893326725	fluvastatine eg 20 mg, gelule
CIS66160774	FLUVASTATINE EVOLUGEN 40 mg, gélule	http://www.romedi.fr/romedi/BNgtpsnr77v1r3ih2eshk4ffe8efo495br	FLUVASTATINE	28000	3400893959169	fluvastatine evolugen 40 mg, gelule
CIS65691327	QUESTRAN 4 G, poudre orale en sachet	http://www.romedi.fr/romedi/BN82bbvomul89dhn7taj6o8dcur6clbe7g	QUESTRAN	5062	3400890776653	questran 4 g, poudre orale en sachet
CIS62016239	LIPANTHYL 67 Micronisé, gélule	http://www.romedi.fr/romedi/BN2og32juovdosce926spaqe5vh9aa2hlm	LIPANTHYL	5264	3400891581683	lipanthyl 67 micronise, gelule
CIS62870531	SECALIP 100 mg, gélule	http://www.romedi.fr/romedi/BNdfrkrr2mssfjeg1f1qnnl8fdbs2eg8av	SECALIP	1003	3400891299656	secalip 100 mg, gelule
CIS62575470	FENOFIBRATE RANBAXY 300 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	9356	3400891590159	fenofibrate ranbaxy 300 mg, gelule
CIS63880877	SECALIP 300 mg, gélule	http://www.romedi.fr/romedi/BNdfrkrr2mssfjeg1f1qnnl8fdbs2eg8av	SECALIP	1001	3400891299717	secalip 300 mg, gelule
CIS60004277	FENOFIBRATE TEVA 100 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	22741	3400892450162	fenofibrate teva 100 mg, gelule
CIS60302512	FENOFIBRATE BIOGARAN 200 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	12944	3400892239606	fenofibrate biogaran 200 mg, gelule
CIS60883708	FENOFIBRATE ARROW 67 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	13908	3400892367385	fenofibrate arrow 67 mg, gelule
CIS61774284	FEGENOR 200 mg, gélule	http://www.romedi.fr/romedi/BN47rr1r8kte9sl02eg1bdv0mbg7t22r5a	FEGENOR	13691	3400892239484	fegenor 200 mg, gelule
CIS61500244	FENOFIBRATE RATIOPHARM 200 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	12942	3400892240084	fenofibrate ratiopharm 200 mg, gelule
CIS62277520	FENOFIBRATE MYLAN 67 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	12235	3400892154466	fenofibrate mylan 67 mg, gelule
CIS62503389	FENOFIBRATE ZENTIVA 200 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	15531	3400892699912	fenofibrate zentiva 200 mg, gelule
CIS62754046	FENOFIBRATE MYLAN 200 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	11866	3400892132464	fenofibrate mylan 200 mg, gelule
CIS62880454	FENOFIBRATE FOURNIER 100 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	14781	3400892574332	fenofibrate fournier 100 mg, gelule
CIS63004535	FENOFIBRATE FOURNIER 300 mg, gélule	http://www.romedi.fr/romedi/BNhhqql44a3gs04oc3qs8eieaol46nqji2	FENOFIBRATE	14780	3400892574042	fenofibrate fournier 300 mg, gelule
