diseaseUri	CIS	CISLabel	CISLabel_processed
Q2458539	CIS61594165	CLARITHROMYCINE MYLAN 50 mg/ml, granulés pour suspension buvable	clarithromycine mylan 50 mg/ml, granules pour suspension buvable
Q2458539	CIS61904023	CLARITHROMYCINE MYLAN 500 mg, comprimé pelliculé	clarithromycine mylan 500 mg, comprime pellicule
Q2458539	CIS64635578	CLARITHROMYCINE BIPHAR 500 mg, comprimé pelliculé	clarithromycine biphar 500 mg, comprime pellicule
Q2458539	CIS67997205	ZECLAR 500 mg, comprimé pelliculé	zeclar 500 mg, comprime pellicule
Q2458539	CIS65576684	CLARITHROMYCINE SANDOZ 500 mg, comprimé pelliculé	clarithromycine sandoz 500 mg, comprime pellicule
Q2458539	CIS67197409	CLARITHROMYCINE MYLAN 250 mg, comprimé pelliculé	clarithromycine mylan 250 mg, comprime pellicule
Q2458539	CIS66840375	MONOZECLAR 500 mg, comprimé pelliculé à libération modifiée	monozeclar 500 mg, comprime pellicule a liberation modifiee
Q2458539	CIS68879206	CLARITHROMYCINE ARROW 250 mg, comprimé pelliculé	clarithromycine arrow 250 mg, comprime pellicule
Q2458539	CIS69468962	CLARITHROMYCINE SANDOZ 250 mg, comprimé pelliculé	clarithromycine sandoz 250 mg, comprime pellicule
Q2458539	CIS69837295	CLARITHROMYCINE MYLAN PHARMA 500 mg, comprimé pelliculé à libération modifiée	clarithromycine mylan pharma 500 mg, comprime pellicule a liberation modifiee
Q2458539	CIS65040811	CLARITHROMYCINE ARROW 50 mg/ml, granulés pour suspension buvable	clarithromycine arrow 50 mg/ml, granules pour suspension buvable
Q2458539	CIS65326798	CLARITHROMYCINE SANDOZ 50 mg/ml, granulés pour suspension buvable	clarithromycine sandoz 50 mg/ml, granules pour suspension buvable
Q2458539	CIS65880178	CLARITHROMYCINE MYLAN 25 mg/ml, granulés pour suspension buvable	clarithromycine mylan 25 mg/ml, granules pour suspension buvable
Q2458539	CIS68129222	CLARITHROMYCINE SANDOZ 25 mg/ml, granulés pour suspension buvable	clarithromycine sandoz 25 mg/ml, granules pour suspension buvable
Q2458539	CIS69340610	CLARITHROMYCINE MYLAN PHARMA 250 mg, comprimé pelliculé	clarithromycine mylan pharma 250 mg, comprime pellicule
Q2458539	CIS69875082	CLARITHROMYCINE ARROW 25 mg/ml, granulés pour suspension buvable	clarithromycine arrow 25 mg/ml, granules pour suspension buvable
Q2458539	CIS65133607	CLARITHROMYCINE BIPHAR 25 mg/ml, granulés pour suspension buvable	clarithromycine biphar 25 mg/ml, granules pour suspension buvable
Q2622199	CIS63671347	ZECLAR 250 mg, comprimé pelliculé	zeclar 250 mg, comprime pellicule
Q2622199	CIS61433564	ZECLAR 0,5 g, poudre pour solution pour perfusion	zeclar 0,5 g, poudre pour solution pour perfusion
Q2622199	CIS62311321	ZECLAR 50 mg/ml, granulés pour suspension buvable	zeclar 50 mg/ml, granules pour suspension buvable
Q2622199	CIS62901197	ZECLAR 25 mg/ml, granulés pour suspension buvable	zeclar 25 mg/ml, granules pour suspension buvable
Q2622199	CIS60814021	CLARITHROMYCINE ARROW 500 mg, comprimé pelliculé	clarithromycine arrow 500 mg, comprime pellicule
Q2622199	CIS61594165	CLARITHROMYCINE MYLAN 50 mg/ml, granulés pour suspension buvable	clarithromycine mylan 50 mg/ml, granules pour suspension buvable
Q2622199	CIS61904023	CLARITHROMYCINE MYLAN 500 mg, comprimé pelliculé	clarithromycine mylan 500 mg, comprime pellicule
Q2622199	CIS64635578	CLARITHROMYCINE BIPHAR 500 mg, comprimé pelliculé	clarithromycine biphar 500 mg, comprime pellicule
Q2622199	CIS67997205	ZECLAR 500 mg, comprimé pelliculé	zeclar 500 mg, comprime pellicule
Q2622199	CIS65576684	CLARITHROMYCINE SANDOZ 500 mg, comprimé pelliculé	clarithromycine sandoz 500 mg, comprime pellicule
Q2622199	CIS67197409	CLARITHROMYCINE MYLAN 250 mg, comprimé pelliculé	clarithromycine mylan 250 mg, comprime pellicule
Q2622199	CIS66840375	MONOZECLAR 500 mg, comprimé pelliculé à libération modifiée	monozeclar 500 mg, comprime pellicule a liberation modifiee
Q2622199	CIS68879206	CLARITHROMYCINE ARROW 250 mg, comprimé pelliculé	clarithromycine arrow 250 mg, comprime pellicule
Q2622199	CIS69468962	CLARITHROMYCINE SANDOZ 250 mg, comprimé pelliculé	clarithromycine sandoz 250 mg, comprime pellicule
Q2622199	CIS69837295	CLARITHROMYCINE MYLAN PHARMA 500 mg, comprimé pelliculé à libération modifiée	clarithromycine mylan pharma 500 mg, comprime pellicule a liberation modifiee
Q2622199	CIS65040811	CLARITHROMYCINE ARROW 50 mg/ml, granulés pour suspension buvable	clarithromycine arrow 50 mg/ml, granules pour suspension buvable
Q2622199	CIS65326798	CLARITHROMYCINE SANDOZ 50 mg/ml, granulés pour suspension buvable	clarithromycine sandoz 50 mg/ml, granules pour suspension buvable
Q2622199	CIS65880178	CLARITHROMYCINE MYLAN 25 mg/ml, granulés pour suspension buvable	clarithromycine mylan 25 mg/ml, granules pour suspension buvable
Q2622199	CIS68129222	CLARITHROMYCINE SANDOZ 25 mg/ml, granulés pour suspension buvable	clarithromycine sandoz 25 mg/ml, granules pour suspension buvable
Q2622199	CIS69340610	CLARITHROMYCINE MYLAN PHARMA 250 mg, comprimé pelliculé	clarithromycine mylan pharma 250 mg, comprime pellicule
Q2622199	CIS69875082	CLARITHROMYCINE ARROW 25 mg/ml, granulés pour suspension buvable	clarithromycine arrow 25 mg/ml, granules pour suspension buvable
Q2622199	CIS65133607	CLARITHROMYCINE BIPHAR 25 mg/ml, granulés pour suspension buvable	clarithromycine biphar 25 mg/ml, granules pour suspension buvable
Q2915477	CIS61001031	CERNEVIT, poudre pour solution injectable ou pour perfusion	cernevit, poudre pour solution injectable ou pour perfusion
Q2915477	CIS63160388	BEROCCA, comprimé pelliculé	berocca, comprime pellicule
Q2915477	CIS69630186	SPECIAFOLDINE 5 mg, comprimé	speciafoldine 5 mg, comprime
Q2915477	CIS64875192	TARDYFERON B9, comprimé pelliculé	tardyferon b9, comprime pellicule
Q2915477	CIS67312509	SOLUVIT, lyophilisat pour usage parentéral	soluvit, lyophilisat pour usage parenteral
Q2915477	CIS64732689	SPECIAFOLDINE 0,4 mg, comprimé	speciafoldine 0,4 mg, comprime
Q2915477	CIS64987202	BEROCCA SANS SUCRE, comprimé effervescent édulcoré à l'aspartam et à l'acésulfame de potassium	berocca sans sucre, comprime effervescent edulcore a l'aspartam et a l'acesulfame de potassium
Q2915477	CIS68502917	ACIDE FOLIQUE CCD 0,4 mg, comprimé	acide folique ccd 0,4 mg, comprime
Q2915477	CIS69448600	ACIDE FOLIQUE CCD 5 mg, comprimé	acide folique ccd 5 mg, comprime
Q2915477	CIS67320915	ACIDE FOLIQUE ARROW 5 mg, comprimé	acide folique arrow 5 mg, comprime
Q2915477	CIS66831230	FERTIFOL 400 microgrammes, comprimé	fertifol 400 microgrammes, comprime
Q2915477	CIS69661235	ACIDE FOLIQUE MYLAN 5 mg, comprimé	acide folique mylan 5 mg, comprime
Q56002	CIS62305927	CORDARONE 150 mg/3 ml, solution injectable en ampoule (IV)	cordarone 150 mg/3 ml, solution injectable en ampoule (iv)
Q56002	CIS60441622	AMIODARONE MYLAN 200 mg, comprimé sécable	amiodarone mylan 200 mg, comprime secable
Q56002	CIS60514006	AMIODARONE ARROW 200 mg, comprimé sécable	amiodarone arrow 200 mg, comprime secable
Q56002	CIS60932824	AMIODARONE TEVA 200 mg, comprimé sécable	amiodarone teva 200 mg, comprime secable
Q56002	CIS62603432	AMIODARONE SANDOZ 200 mg, comprimé sécable	amiodarone sandoz 200 mg, comprime secable
Q56002	CIS62703614	AMIODARONE ZENTIVA 200 mg, comprimé sécable	amiodarone zentiva 200 mg, comprime secable
Q56002	CIS63897346	AMIODARONE AGUETTANT 50 mg/ml, solution injectable (I.V.)	amiodarone aguettant 50 mg/ml, solution injectable (i.v.)
Q56002	CIS60662396	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q56002	CIS64408662	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q56002	CIS64820751	AMIODARONE EG 200 mg, comprimé sécable	amiodarone eg 200 mg, comprime secable
Q56002	CIS65089349	AMIODARONE ALTER 200 mg, comprimé sécable	amiodarone alter 200 mg, comprime secable
Q56002	CIS67745624	AMIODARONE BIOGARAN 200 mg, comprimé sécable	amiodarone biogaran 200 mg, comprime secable
Q56002	CIS69364999	AMIODARONE ALMUS 200 mg, comprimé sécable	amiodarone almus 200 mg, comprime secable
Q56002	CIS69078001	AMIODARONE ACTAVIS 200 mg, comprimé sécable	amiodarone actavis 200 mg, comprime secable
Q56002	CIS68973926	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q189331	CIS62305927	CORDARONE 150 mg/3 ml, solution injectable en ampoule (IV)	cordarone 150 mg/3 ml, solution injectable en ampoule (iv)
Q189331	CIS60441622	AMIODARONE MYLAN 200 mg, comprimé sécable	amiodarone mylan 200 mg, comprime secable
Q189331	CIS60514006	AMIODARONE ARROW 200 mg, comprimé sécable	amiodarone arrow 200 mg, comprime secable
Q189331	CIS60932824	AMIODARONE TEVA 200 mg, comprimé sécable	amiodarone teva 200 mg, comprime secable
Q189331	CIS62603432	AMIODARONE SANDOZ 200 mg, comprimé sécable	amiodarone sandoz 200 mg, comprime secable
Q189331	CIS62703614	AMIODARONE ZENTIVA 200 mg, comprimé sécable	amiodarone zentiva 200 mg, comprime secable
Q189331	CIS63897346	AMIODARONE AGUETTANT 50 mg/ml, solution injectable (I.V.)	amiodarone aguettant 50 mg/ml, solution injectable (i.v.)
Q189331	CIS60662396	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q189331	CIS64408662	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q189331	CIS64820751	AMIODARONE EG 200 mg, comprimé sécable	amiodarone eg 200 mg, comprime secable
Q189331	CIS65089349	AMIODARONE ALTER 200 mg, comprimé sécable	amiodarone alter 200 mg, comprime secable
Q189331	CIS67745624	AMIODARONE BIOGARAN 200 mg, comprimé sécable	amiodarone biogaran 200 mg, comprime secable
Q189331	CIS69364999	AMIODARONE ALMUS 200 mg, comprimé sécable	amiodarone almus 200 mg, comprime secable
Q189331	CIS69078001	AMIODARONE ACTAVIS 200 mg, comprimé sécable	amiodarone actavis 200 mg, comprime secable
Q189331	CIS68973926	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q1467339	CIS60596494	VASTEN 20 mg, comprimé sécable	vasten 20 mg, comprime secable
Q1467339	CIS60270452	PRAVASTATINE ZENTIVA 40 mg, comprimé	pravastatine zentiva 40 mg, comprime
Q1467339	CIS60896424	PRAVASTATINE EVOLUGEN 20 mg, comprimé pelliculé sécable	pravastatine evolugen 20 mg, comprime pellicule secable
Q1467339	CIS61077666	PRAVASTATINE RPG 20 mg, comprimé sécable	pravastatine rpg 20 mg, comprime secable
Q1467339	CIS61353972	PRAVASTATINE TEVA 40 mg, comprimé	pravastatine teva 40 mg, comprime
Q1467339	CIS61696953	PRAVASTATINE ALTER 40 mg, comprimé	pravastatine alter 40 mg, comprime
Q1467339	CIS61823920	PRAVASTATINE MYLAN 20 mg, comprimé pelliculé sécable	pravastatine mylan 20 mg, comprime pellicule secable
Q1467339	CIS62046218	PRAVASTATINE ARROW GENERIQUES 20 mg, comprimé sécable	pravastatine arrow generiques 20 mg, comprime secable
Q1467339	CIS62046798	PRAVASTATINE ALTER 20 mg, comprimé sécable	pravastatine alter 20 mg, comprime secable
Q1467339	CIS62145725	PRAVASTATINE MYLAN 40 mg, comprimé pelliculé	pravastatine mylan 40 mg, comprime pellicule
Q1467339	CIS62164533	PRAVASTATINE TEVA 10 mg, comprimé	pravastatine teva 10 mg, comprime
Q1467339	CIS62182990	PRAVASTATINE EG 40 mg, comprimé pelliculé	pravastatine eg 40 mg, comprime pellicule
Q1467339	CIS62406125	PRAVADUAL, comprimé	pravadual, comprime
Q1467339	CIS63274623	VASTEN 10 mg, comprimé sécable	vasten 10 mg, comprime secable
Q1467339	CIS62610754	PRAVASTATINE BIOGARAN 40 mg, comprimé pelliculé	pravastatine biogaran 40 mg, comprime pellicule
Q1467339	CIS62719383	PRAVASTATINE ACTAVIS 20 mg, comprimé	pravastatine actavis 20 mg, comprime
Q1467339	CIS62812268	PRAVASTATINE ISOMED 20 mg, comprimé sécable	pravastatine isomed 20 mg, comprime secable
Q1467339	CIS63158412	PRAVASTATINE CRISTERS 40 mg, comprimé	pravastatine cristers 40 mg, comprime
Q1467339	CIS63186251	PRAVASTATINE BIOGARAN 10 mg, comprimé pelliculé sécable	pravastatine biogaran 10 mg, comprime pellicule secable
Q1467339	CIS63394544	PRAVASTATINE RATIOPHARM 40 mg, comprimé	pravastatine ratiopharm 40 mg, comprime
Q1467339	CIS63517751	PRAVASTATINE ACTAVIS 40 mg, comprimé	pravastatine actavis 40 mg, comprime
Q1467339	CIS63662558	PRAVASTATINE CRISTERS 20 mg, comprimé sécable	pravastatine cristers 20 mg, comprime secable
Q1467339	CIS63738721	PRAVASTATINE ZYDUS 40 mg, comprimé	pravastatine zydus 40 mg, comprime
Q1467339	CIS63964916	PRAVASTATINE ZENTIVA 20 mg, comprimé sécable	pravastatine zentiva 20 mg, comprime secable
Q1467339	CIS64059342	PRAVASTATINE ZYDUS 20 mg, comprimé sécable	pravastatine zydus 20 mg, comprime secable
Q1467339	CIS64103340	ELISOR 10 mg, comprimé sécable	elisor 10 mg, comprime secable
Q1467339	CIS60097203	PRAVASTATINE ARROW 10 mg, comprimé sécable	pravastatine arrow 10 mg, comprime secable
Q1467339	CIS61370516	PRAVASTATINE ALS 20 mg, comprimé sécable	pravastatine als 20 mg, comprime secable
Q1467339	CIS61650728	PRAVASTATINE ACCORD 10 mg, comprimé	pravastatine accord 10 mg, comprime
Q1467339	CIS61923511	PRAVASTATINE ARROW 20 mg, comprimé sécable	pravastatine arrow 20 mg, comprime secable
Q1467339	CIS62323042	PRAVASTATINE ARROW 40 mg, comprimé sécable	pravastatine arrow 40 mg, comprime secable
Q1467339	CIS63141886	PRAVASTATINE ALS 40 mg, comprimé sécable	pravastatine als 40 mg, comprime secable
Q1467339	CIS63753698	PRAVASTATINE RATIO 20 mg, comprimé	pravastatine ratio 20 mg, comprime
Q1467339	CIS65262477	ELISOR 20 mg, comprimé sécable	elisor 20 mg, comprime secable
Q1467339	CIS66424715	VASTEN 40 mg, comprimé	vasten 40 mg, comprime
Q1467339	CIS68013125	ELISOR 40 mg, comprimé	elisor 40 mg, comprime
Q1467339	CIS64398855	PRAVASTATINE ARROW GENERIQUES 40 mg, comprimé	pravastatine arrow generiques 40 mg, comprime
Q1467339	CIS65628540	PRAVASTATINE MYLAN 10 mg, comprimé pelliculé sécable	pravastatine mylan 10 mg, comprime pellicule secable
Q1467339	CIS65663922	PRAVASTATINE TEVA 20 mg, comprimé	pravastatine teva 20 mg, comprime
Q1467339	CIS66364570	PRAVASTATINE EVOLUGEN 40 mg, comprimé pelliculé	pravastatine evolugen 40 mg, comprime pellicule
Q1467339	CIS66605249	PRAVASTATINE EG 10 mg, comprimé pelliculé sécable	pravastatine eg 10 mg, comprime pellicule secable
Q1467339	CIS67130474	PRAVASTATINE ISOMED 40 mg, comprimé	pravastatine isomed 40 mg, comprime
Q1467339	CIS67210689	PRAVASTATINE ARROW GENERIQUES 10 mg, comprimé	pravastatine arrow generiques 10 mg, comprime
Q1467339	CIS67623129	PRAVASTATINE ZENTIVA 10 mg, comprimé sécable	pravastatine zentiva 10 mg, comprime secable
Q1467339	CIS69032370	PRAVASTATINE RATIOPHARM 20 mg, comprimé sécable	pravastatine ratiopharm 20 mg, comprime secable
Q1467339	CIS69481162	PRAVASTATINE EG 20 mg, comprimé pelliculé sécable	pravastatine eg 20 mg, comprime pellicule secable
Q1467339	CIS69511004	PRAVASTATINE BIOGARAN 20 mg, comprimé pelliculé sécable	pravastatine biogaran 20 mg, comprime pellicule secable
Q1467339	CIS64414658	PRAVASTATINE SANDOZ 20 mg, comprimé sécable	pravastatine sandoz 20 mg, comprime secable
Q1467339	CIS64842776	PRAVASTATINE SANDOZ 40 mg, comprimé	pravastatine sandoz 40 mg, comprime
Q1467339	CIS65475443	PRAVASTATINE LBR 20 mg, comprimé sécable	pravastatine lbr 20 mg, comprime secable
Q1467339	CIS67166495	PRAVASTATINE CRISTERS PHARMA 10 mg, comprimé	pravastatine cristers pharma 10 mg, comprime
Q1467339	CIS67344026	PRAVASTATINE ACCORD 20 mg, comprimé	pravastatine accord 20 mg, comprime
Q1467339	CIS69214818	PRAVASTATINE ACCORD 40 mg, comprimé	pravastatine accord 40 mg, comprime
Q1467339	CIS69798262	PRAVASTATINE SANDOZ 10 mg, comprimé sécable	pravastatine sandoz 10 mg, comprime secable
Q1467339	CIS66760146	PRAVASTATINE PHR LAB 20 mg, comprimé sécable	pravastatine phr lab 20 mg, comprime secable
Q56002	CIS61950444	LOGIMAX 5 mg/47,5 mg, comprimé pelliculé à libération prolongée	logimax 5 mg/47,5 mg, comprime pellicule a liberation prolongee
Q56002	CIS62391673	LOGROTON, comprimé pelliculé sécable	logroton, comprime pellicule secable
Q56002	CIS62837759	METOPROLOL SANDOZ 100 mg, comprimé	metoprolol sandoz 100 mg, comprime
Q56002	CIS60927791	METOPROLOL ACCORD 50 mg, comprimé	metoprolol accord 50 mg, comprime
Q56002	CIS67211976	LOPRESSOR 100 mg, comprimé pelliculé sécable	lopressor 100 mg, comprime pellicule secable
Q56002	CIS68679426	SELOKEN L P 200 mg, comprimé à libération prolongée	seloken l p 200 mg, comprime a liberation prolongee
Q56002	CIS69376930	LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée	lopressor l.p. 200 mg, comprime secable a liberation prolongee
Q56002	CIS66459997	METOPROLOL RANBAXY 100 mg, comprimé sécable	metoprolol ranbaxy 100 mg, comprime secable
Q56002	CIS68179830	SELOKEN 100 mg, comprimé sécable	seloken 100 mg, comprime secable
Q56002	CIS64354570	SELOZOK L.P. 23,75 mg, comprimé pelliculé sécable à libération prolongée	selozok l.p. 23,75 mg, comprime pellicule secable a liberation prolongee
Q56002	CIS65340488	SELOZOK L.P. 95 mg, comprimé pelliculé à libération prolongée	selozok l.p. 95 mg, comprime pellicule a liberation prolongee
Q56002	CIS68428420	SELOZOK L.P. 190 mg, comprimé pelliculé à libération prolongée	selozok l.p. 190 mg, comprime pellicule a liberation prolongee
Q56002	CIS64930518	METOPROLOL SANDOZ 50 mg, comprimé	metoprolol sandoz 50 mg, comprime
Q56002	CIS66721022	METOPROLOL ARROW 100 mg, comprimé sécable	metoprolol arrow 100 mg, comprime secable
Q56002	CIS68743715	METOPROLOL ACCORD 100 mg, comprimé sécable	metoprolol accord 100 mg, comprime secable
Q189331	CIS61950444	LOGIMAX 5 mg/47,5 mg, comprimé pelliculé à libération prolongée	logimax 5 mg/47,5 mg, comprime pellicule a liberation prolongee
Q189331	CIS62391673	LOGROTON, comprimé pelliculé sécable	logroton, comprime pellicule secable
Q189331	CIS62837759	METOPROLOL SANDOZ 100 mg, comprimé	metoprolol sandoz 100 mg, comprime
Q189331	CIS60927791	METOPROLOL ACCORD 50 mg, comprimé	metoprolol accord 50 mg, comprime
Q189331	CIS67211976	LOPRESSOR 100 mg, comprimé pelliculé sécable	lopressor 100 mg, comprime pellicule secable
Q189331	CIS68679426	SELOKEN L P 200 mg, comprimé à libération prolongée	seloken l p 200 mg, comprime a liberation prolongee
Q189331	CIS69376930	LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée	lopressor l.p. 200 mg, comprime secable a liberation prolongee
Q189331	CIS66459997	METOPROLOL RANBAXY 100 mg, comprimé sécable	metoprolol ranbaxy 100 mg, comprime secable
Q189331	CIS68179830	SELOKEN 100 mg, comprimé sécable	seloken 100 mg, comprime secable
Q189331	CIS64354570	SELOZOK L.P. 23,75 mg, comprimé pelliculé sécable à libération prolongée	selozok l.p. 23,75 mg, comprime pellicule secable a liberation prolongee
Q189331	CIS65340488	SELOZOK L.P. 95 mg, comprimé pelliculé à libération prolongée	selozok l.p. 95 mg, comprime pellicule a liberation prolongee
Q189331	CIS68428420	SELOZOK L.P. 190 mg, comprimé pelliculé à libération prolongée	selozok l.p. 190 mg, comprime pellicule a liberation prolongee
Q189331	CIS64930518	METOPROLOL SANDOZ 50 mg, comprimé	metoprolol sandoz 50 mg, comprime
Q189331	CIS66721022	METOPROLOL ARROW 100 mg, comprimé sécable	metoprolol arrow 100 mg, comprime secable
Q189331	CIS68743715	METOPROLOL ACCORD 100 mg, comprimé sécable	metoprolol accord 100 mg, comprime secable
Q218712	CIS60756034	CIMETIDINE MYLAN 800 mg, comprimé pelliculé	cimetidine mylan 800 mg, comprime pellicule
Q218712	CIS62844636	CIMETIDINE MYLAN 400 mg, comprimé pelliculé	cimetidine mylan 400 mg, comprime pellicule
Q218712	CIS64073139	CIMETIDINE MYLAN 200 mg,comprimé effervescent	cimetidine mylan 200 mg,comprime effervescent
Q218712	CIS67535309	CIMETIDINE MYLAN 200 mg, comprimé pelliculé	cimetidine mylan 200 mg, comprime pellicule
Q218712	CIS65141760	CIMETIDINE TEVA 200 mg, comprimé effervescent	cimetidine teva 200 mg, comprime effervescent
Q218712	CIS65619623	CIMETIDINE TEVA 400 mg, comprimé	cimetidine teva 400 mg, comprime
Q218712	CIS66790292	CIMETIDINE TEVA 800 mg, comprimé effervescent	cimetidine teva 800 mg, comprime effervescent
Q218712	CIS68053454	CIMETIDINE ARROW 200 mg, comprimé effervescent	cimetidine arrow 200 mg, comprime effervescent
