CIS	CISLabel	drugClass	drugClassLabel	CISLabel_processed	drugClassLabel_processed
CIS63516425	CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	captopril hydrochlorothiazide mylan 50 mg/25 mg, comprime secable	hypokaliemiants
CIS63516425	CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	captopril hydrochlorothiazide mylan 50 mg/25 mg, comprime secable	hyponatremiants
CIS63516425	CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril hydrochlorothiazide mylan 50 mg/25 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS63516425	CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril hydrochlorothiazide mylan 50 mg/25 mg, comprime secable	medicaments abaissant la pression arterielle
CIS63516425	CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril hydrochlorothiazide mylan 50 mg/25 mg, comprime secable	medicaments, bradykinine et angio-oedeme
CIS63516425	CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril hydrochlorothiazide mylan 50 mg/25 mg, comprime secable	antihypertenseurs
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	diuretiques
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	diuretiques hypokaliemiants
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	diuretiques thiazidiques et apparentes
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	hyperkaliemiants
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	hypokaliemiants
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	hyponatremiants
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	medicaments abaissant la pression arterielle
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	medicaments, bradykinine et angio-oedeme
CIS60989800	CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril/hydrochlorothiazide teva 50 mg/25 mg, comprime secable	antihypertenseurs
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	diuretiques
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	diuretiques hypokaliemiants
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	diuretiques thiazidiques et apparentes
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	hyperkaliemiants
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	hypokaliemiants
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	hyponatremiants
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	medicaments abaissant la pression arterielle
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	medicaments, bradykinine et angio-oedeme
CIS63625079	CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril/hydrochlorothiazide zentiva 50 mg/25 mg, comprime secable	antihypertenseurs
CIS62231576	NOYADA 5 mg/5ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	noyada 5 mg/5ml, solution buvable	antihypertenseurs sauf alpha-bloquants
CIS62231576	NOYADA 5 mg/5ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	noyada 5 mg/5ml, solution buvable	hyperkaliemiants
CIS62231576	NOYADA 5 mg/5ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	noyada 5 mg/5ml, solution buvable	inhibiteurs de l'enzyme de conversion
CIS62231576	NOYADA 5 mg/5ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	noyada 5 mg/5ml, solution buvable	medicaments abaissant la pression arterielle
CIS62231576	NOYADA 5 mg/5ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	noyada 5 mg/5ml, solution buvable	medicaments, bradykinine et angio-oedeme
CIS68356259	LOPRIL 25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	lopril 25 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS68356259	LOPRIL 25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	lopril 25 mg, comprime secable	hyperkaliemiants
CIS68356259	LOPRIL 25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	lopril 25 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS68356259	LOPRIL 25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	lopril 25 mg, comprime secable	medicaments abaissant la pression arterielle
CIS68356259	LOPRIL 25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	lopril 25 mg, comprime secable	medicaments, bradykinine et angio-oedeme
CIS68356259	LOPRIL 25 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	lopril 25 mg, comprime secable	antihypertenseurs
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captea, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	captea, comprime secable	diuretiques
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	captea, comprime secable	diuretiques hypokaliemiants
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés	captea, comprime secable	diuretiques thiazidiques et apparentes
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captea, comprime secable	hyperkaliemiants
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	captea, comprime secable	hypokaliemiants
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	captea, comprime secable	hyponatremiants
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captea, comprime secable	inhibiteurs de l'enzyme de conversion
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captea, comprime secable	medicaments abaissant la pression arterielle
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captea, comprime secable	medicaments, bradykinine et angio-oedeme
CIS68218639	CAPTEA, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captea, comprime secable	antihypertenseurs
CIS68762516	CAPTOPRIL MYLAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril mylan 50 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS69283419	CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril mylan 25 mg, comprime quadrisecable	antihypertenseurs sauf alpha-bloquants
CIS68762516	CAPTOPRIL MYLAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril mylan 50 mg, comprime secable	hyperkaliemiants
CIS69283419	CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril mylan 25 mg, comprime quadrisecable	hyperkaliemiants
CIS68762516	CAPTOPRIL MYLAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril mylan 50 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS69283419	CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril mylan 25 mg, comprime quadrisecable	inhibiteurs de l'enzyme de conversion
CIS68762516	CAPTOPRIL MYLAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril mylan 50 mg, comprime secable	medicaments abaissant la pression arterielle
CIS69283419	CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril mylan 25 mg, comprime quadrisecable	medicaments abaissant la pression arterielle
CIS68762516	CAPTOPRIL MYLAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril mylan 50 mg, comprime secable	medicaments, bradykinine et angio-oedeme
CIS69283419	CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril mylan 25 mg, comprime quadrisecable	medicaments, bradykinine et angio-oedeme
CIS68762516	CAPTOPRIL MYLAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril mylan 50 mg, comprime secable	antihypertenseurs
CIS69283419	CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril mylan 25 mg, comprime quadrisecable	antihypertenseurs
CIS64801263	CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril biogaran 25 mg, comprime quadrisecable	antihypertenseurs sauf alpha-bloquants
CIS66318480	CAPTOPRIL TEVA 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril teva 50 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS64801263	CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril biogaran 25 mg, comprime quadrisecable	hyperkaliemiants
CIS66318480	CAPTOPRIL TEVA 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril teva 50 mg, comprime secable	hyperkaliemiants
CIS64801263	CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril biogaran 25 mg, comprime quadrisecable	inhibiteurs de l'enzyme de conversion
CIS66318480	CAPTOPRIL TEVA 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril teva 50 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS64801263	CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril biogaran 25 mg, comprime quadrisecable	medicaments abaissant la pression arterielle
CIS66318480	CAPTOPRIL TEVA 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril teva 50 mg, comprime secable	medicaments abaissant la pression arterielle
CIS64801263	CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril biogaran 25 mg, comprime quadrisecable	medicaments, bradykinine et angio-oedeme
CIS66318480	CAPTOPRIL TEVA 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème	captopril teva 50 mg, comprime secable	medicaments, bradykinine et angio-oedeme
CIS64801263	CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril biogaran 25 mg, comprime quadrisecable	antihypertenseurs
CIS66318480	CAPTOPRIL TEVA 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	captopril teva 50 mg, comprime secable	antihypertenseurs
CIS67318234	CAPTOPRIL BIOGARAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril biogaran 50 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS68042657	CAPTOPRIL TEVA 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril teva 25 mg, comprime quadrisecable	antihypertenseurs sauf alpha-bloquants
CIS68080825	CAPTOPRIL EG 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril eg 50 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS68170799	CAPTOPRIL ARROW 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	captopril arrow 50 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS67318234	CAPTOPRIL BIOGARAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril biogaran 50 mg, comprime secable	hyperkaliemiants
CIS68042657	CAPTOPRIL TEVA 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril teva 25 mg, comprime quadrisecable	hyperkaliemiants
CIS68080825	CAPTOPRIL EG 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril eg 50 mg, comprime secable	hyperkaliemiants
CIS68170799	CAPTOPRIL ARROW 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	captopril arrow 50 mg, comprime secable	hyperkaliemiants
CIS67318234	CAPTOPRIL BIOGARAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril biogaran 50 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS68042657	CAPTOPRIL TEVA 25 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril teva 25 mg, comprime quadrisecable	inhibiteurs de l'enzyme de conversion
CIS68080825	CAPTOPRIL EG 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril eg 50 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS68170799	CAPTOPRIL ARROW 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion	captopril arrow 50 mg, comprime secable	inhibiteurs de l'enzyme de conversion
CIS67318234	CAPTOPRIL BIOGARAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	captopril biogaran 50 mg, comprime secable	medicaments abaissant la pression arterielle
