CIS	CISLabel	IN	INlabel	drugUri	CISLabel_processed	INlabel_processed
CIS68211089	FUNGIZONE NOURRISSONS ET ENFANTS 10 POUR CENT, suspension buvable	http://www.romedi.fr/romedi/INsfqum69692if4vnq77jvuslc3591imi8	AMPHOTÉRICINE B	Q412223	fungizone nourrissons et enfants 10 pour cent, suspension buvable	amphotericine b
CIS62519799	SOTALEX 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalex 80 mg, comprime secable	sotalol
CIS60291941	SOTALOL CRISTERS 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol cristers 80 mg, comprime secable	sotalol
CIS61678318	SOTALOL BIOGARAN 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol biogaran 80 mg, comprime secable	sotalol
CIS61852676	SOTALOL EG 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol eg 160 mg, comprime secable	sotalol
CIS62193524	SOTALOL SANDOZ 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol sandoz 160 mg, comprime secable	sotalol
CIS62779793	SOTALOL ARROW 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol arrow 160 mg, comprime secable	sotalol
CIS63037738	SOTALOL TEVA 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol teva 80 mg, comprime secable	sotalol
CIS63931268	SOTALOL CRISTERS 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol cristers 160 mg, comprime secable	sotalol
CIS64820630	SOTALEX 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalex 160 mg, comprime secable	sotalol
CIS65233835	SOTALOL BIOGARAN 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol biogaran 160 mg, comprime secable	sotalol
CIS65673980	SOTALOL MYLAN 160 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol mylan 160 mg, comprime secable	sotalol
CIS67154354	SOTALOL ARROW 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol arrow 80 mg, comprime secable	sotalol
CIS68629188	SOTALOL EG 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol eg 80 mg, comprime secable	sotalol
CIS69970484	SOTALOL MYLAN 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol mylan 80 mg, comprime secable	sotalol
CIS66304687	SOTALOL SANDOZ 80 mg, comprimé sécable	http://www.romedi.fr/romedi/INqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	Q413591	sotalol sandoz 80 mg, comprime secable	sotalol
CIS61436304	TENORMINE 5 mg/10 ml, solution injectable IV en ampoule	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	tenormine 5 mg/10 ml, solution injectable iv en ampoule	atenolol
CIS60264830	BETATOP 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	betatop 50 mg, comprime pellicule secable	atenolol
CIS62980497	TENORETIC 50 mg/12,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	tenoretic 50 mg/12,5 mg, comprime pellicule secable	atenolol
CIS62022861	ATENOLOL MYLAN 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol mylan 100 mg, comprime pellicule secable	atenolol
CIS63753794	BETA ADALATE, gélule	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	beta adalate, gelule	atenolol
CIS62139195	ATENOLOL RPG 50 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol rpg 50 mg, comprime secable	atenolol
CIS62215045	ATENOLOL SANDOZ 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol sandoz 100 mg, comprime pellicule secable	atenolol
CIS63815000	ATENOLOL TEVA 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol teva 50 mg, comprime pellicule secable	atenolol
CIS60792710	ATENOLOL ACTAVIS 50 mg, comprimé	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol actavis 50 mg, comprime	atenolol
CIS61383702	ATENOLOL ACCORD HEALTHCARE 50 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol accord healthcare 50 mg, comprime secable	atenolol
CIS66739636	TENORMINE 100 mg, comprimé enrobé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	tenormine 100 mg, comprime enrobe secable	atenolol
CIS65366472	TENORMINE 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	tenormine 50 mg, comprime pellicule secable	atenolol
CIS65074258	BETATOP 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	betatop 100 mg, comprime pellicule secable	atenolol
CIS65634625	ATENOLOL BIOGARAN 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol biogaran 100 mg, comprime secable	atenolol
CIS65686159	ATENOLOL EVOLUGEN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol evolugen 50 mg, comprime pellicule secable	atenolol
CIS67866775	TENORDATE, gélule	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	tenordate, gelule	atenolol
CIS67005951	ATENOLOL MYLAN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol mylan 50 mg, comprime pellicule secable	atenolol
CIS69104909	ATENOLOL EVOLUGEN 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol evolugen 100 mg, comprime pellicule secable	atenolol
CIS64360281	ATENOLOL EG 50 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol eg 50 mg, comprime secable	atenolol
CIS64900101	ATENOLOL ARROW 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol arrow 50 mg, comprime pellicule secable	atenolol
CIS65597002	ATENOLOL BIOGARAN 50 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol biogaran 50 mg, comprime secable	atenolol
CIS66717134	ATENOLOL ARROW 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol arrow 100 mg, comprime pellicule secable	atenolol
CIS67951179	ATENOLOL EG 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol eg 100 mg, comprime secable	atenolol
CIS69490275	ATENOLOL TEVA 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol teva 100 mg, comprime pellicule secable	atenolol
CIS64672313	ATENOLOL SANDOZ 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol sandoz 50 mg, comprime pellicule secable	atenolol
CIS69847186	ATENOLOL ACTAVIS 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol actavis 100 mg, comprime secable	atenolol
CIS67713249	ATENOLOL ACCORD HEALTHCARE 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol accord healthcare 100 mg, comprime secable	atenolol
CIS66663373	ATENOLOL/NIFEDIPINE BIOGARAN 50 mg/20 mg, gélule	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol/nifedipine biogaran 50 mg/20 mg, gelule	atenolol
CIS66702214	ATENOLOL/NIFEDIPINE MYLAN 50 mg/20 mg, gélule	http://www.romedi.fr/romedi/INh0ke7qu9ni42tj5sn1m4uhtm4688jd12	ATÉNOLOL	Q411325	atenolol/nifedipine mylan 50 mg/20 mg, gelule	atenolol
CIS62633436	LAROXYL 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1m7qvo816bg8gi7h1d146pj1qdvln220	AMITRIPTYLINE	Q58397	laroxyl 50 mg, comprime pellicule	amitriptyline
CIS65892928	LAROXYL 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1m7qvo816bg8gi7h1d146pj1qdvln220	AMITRIPTYLINE	Q58397	laroxyl 25 mg, comprime pellicule	amitriptyline
CIS68925632	ELAVIL 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1m7qvo816bg8gi7h1d146pj1qdvln220	AMITRIPTYLINE	Q58397	elavil 25 mg, comprime pellicule	amitriptyline
CIS68330257	LAROXYL 50 mg/2 ml, solution injectable	http://www.romedi.fr/romedi/IN1m7qvo816bg8gi7h1d146pj1qdvln220	AMITRIPTYLINE	Q58397	laroxyl 50 mg/2 ml, solution injectable	amitriptyline
CIS68969066	LAROXYL 40 mg/ml, solution buvable	http://www.romedi.fr/romedi/IN1m7qvo816bg8gi7h1d146pj1qdvln220	AMITRIPTYLINE	Q58397	laroxyl 40 mg/ml, solution buvable	amitriptyline
CIS61355763	LANGORAN L.P. 40 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	langoran l.p. 40 mg, gelule a liberation prolongee	isosorbide
CIS60144966	MONICOR L.P. 60 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	monicor l.p. 60 mg, gelule a liberation prolongee	isosorbide
CIS60619306	MONICOR L P 40 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	monicor l p 40 mg, gelule a liberation prolongee	isosorbide
CIS60172339	ISOCARD, solution sublinguale en flacon pulvérisateur	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	isocard, solution sublinguale en flacon pulverisateur	isosorbide
CIS62973702	MONICOR L.P. 20 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	monicor l.p. 20 mg, gelule a liberation prolongee	isosorbide
CIS64822161	RISORDAN 10 mg/10 ml, solution injectable (IV, intracoronaire) en ampoule	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	risordan 10 mg/10 ml, solution injectable (iv, intracoronaire) en ampoule	isosorbide
CIS66327091	RISORDAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	risordan 20 mg, comprime secable	isosorbide
CIS69131735	LANGORAN L.P. 20 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	langoran l.p. 20 mg, gelule a liberation prolongee	isosorbide
CIS64766264	ISOSORBIDE MEDISOL 10 mg/10 mL, solution injectable	http://www.romedi.fr/romedi/INblomv15219hdbbp247vvcnr19htbqmpv	ISOSORBIDE	Q179748	isosorbide medisol 10 mg/10 ml, solution injectable	isosorbide
CIS60305960	NUROFEN 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofen 200 mg, comprime enrobe	ibuprofene
CIS60672814	NUREFLEX 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nureflex 200 mg, comprime enrobe	ibuprofene
CIS61902232	ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advilmed enfants et nourrissons 20 mg/1 ml, suspension buvable en flacon	ibuprofene
CIS60550988	IBUPROFENE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene eg 400 mg, comprime pellicule	ibuprofene
CIS61022698	SPIFEN 400 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	spifen 400 mg, granules pour solution buvable en sachet-dose	ibuprofene
CIS60830246	NUROFENTABS 200 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofentabs 200 mg, comprime orodispersible	ibuprofene
CIS60282846	SPEDIFEN 200 mg, comprimé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	spedifen 200 mg, comprime	ibuprofene
CIS61249824	IBUPROFENE ARROW 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene arrow 200 mg, comprime enrobe	ibuprofene
CIS61834404	IBUPROFENE SANDOZ 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene sandoz 200 mg, comprime enrobe	ibuprofene
CIS61645204	NUREFLEX L.P. 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nureflex l.p. 300 mg, gelule a liberation prolongee	ibuprofene
CIS62574938	ANTARENE 20 mg/ml NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene 20 mg/ml nourrissons et enfants, suspension buvable	ibuprofene
CIS63040606	ADVILMED 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advilmed 400 mg, comprime enrobe	ibuprofene
CIS60073914	IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene biogaran conseil 400 mg, comprime pellicule	ibuprofene
CIS60292573	SPEDIFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	spedifen 400 mg, comprime pellicule	ibuprofene
CIS60961886	IBUPROFENE SANDOZ CONSEIL 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene sandoz conseil 200 mg, comprime enrobe	ibuprofene
CIS61136221	IBUPROFENE MYLAN 20 mg/ml ENFANTS ET NOURRISSONS sans sucre, suspension buvable édulcorée au maltitol et à la saccharine sodique	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene mylan 20 mg/ml enfants et nourrissons sans sucre, suspension buvable edulcoree au maltitol et a la saccharine sodique	ibuprofene
CIS61848560	IBUPROFENE ARROW CONSEIL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene arrow conseil 400 mg, comprime pellicule	ibuprofene
CIS61959735	ADVILCAPS 400 mg, capsule molle	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advilcaps 400 mg, capsule molle	ibuprofene
CIS62611169	IBUPROFENE ALMUS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene almus 400 mg, comprime pellicule	ibuprofene
CIS63691015	IBUPROFENE ARROW 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene arrow 5 %, gel	ibuprofene
CIS63646874	ADVIL 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advil 400 mg, comprime enrobe	ibuprofene
CIS60233913	IBUFETUM 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibufetum 5 %, gel	ibuprofene
CIS60776617	SPEDIFEN 400 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	spedifen 400 mg, granules pour solution buvable en sachet-dose	ibuprofene
CIS61349237	IBUPROFENE ACTAVIS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene actavis 400 mg, comprime pellicule	ibuprofene
CIS63005402	NUROFEN 200 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofen 200 mg, comprime orodispersible	ibuprofene
CIS63755329	ANTARENE CODEINE 200 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene codeine 200 mg/30 mg, comprime pellicule	ibuprofene
CIS63881961	ANTARENE CODEINE 400 mg/60 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene codeine 400 mg/60 mg, comprime pellicule	ibuprofene
CIS66306567	DOLGIT 5 POUR CENT, crème	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	dolgit 5 pour cent, creme	ibuprofene
CIS68337369	IBUPROFENE BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene biogaran 200 mg, comprime pellicule	ibuprofene
CIS68475904	NUREFLEX 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nureflex 400 mg, comprime enrobe	ibuprofene
CIS68634000	ADVIL 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advil 200 mg, comprime enrobe	ibuprofene
CIS69291896	ANTARENE 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene 200 mg, comprime pellicule	ibuprofene
CIS69445376	RHINADVIL RHUME IBUPROFENE/PSEUDOEPHEDRINE, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	rhinadvil rhume ibuprofene/pseudoephedrine, comprime enrobe	ibuprofene
CIS65573720	BRUFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	brufen 400 mg, comprime pellicule	ibuprofene
CIS64684319	ANTARENE 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene 400 mg, comprime pellicule	ibuprofene
CIS66271479	ANTARENE 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene 5 %, gel	ibuprofene
CIS67342541	CLIPTOL, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	cliptol, gel	ibuprofene
CIS68033779	ADVILMED 100 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advilmed 100 mg, comprime enrobe	ibuprofene
CIS66303681	ANTARENE 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	antarene 100 mg, comprime pellicule	ibuprofene
CIS69955824	ADVILMED 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advilmed 5 %, gel	ibuprofene
CIS64573315	IBUPROFENE SANDOZ 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene sandoz 400 mg, comprime pellicule	ibuprofene
CIS65205177	IBUPROFENE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene mylan 400 mg, comprime pellicule	ibuprofene
CIS66281427	SPIFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	spifen 400 mg, comprime pellicule	ibuprofene
CIS67539962	IBUPROFENE ARROW 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene arrow 400 mg, comprime pellicule	ibuprofene
CIS67510932	NUROFENPRO 20 mg/ml ENFANTS ET NOURRISSONS SANS SUCRE, suspension buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofenpro 20 mg/ml enfants et nourrissons sans sucre, suspension buvable edulcoree au maltitol liquide et a la saccharine sodique	ibuprofene
CIS67913552	IBUPROFENE EG 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene eg 200 mg, comprime pellicule	ibuprofene
CIS64911902	NUROFEN 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofen 400 mg, comprime enrobe	ibuprofene
CIS67848097	ADVILCAPS 200 mg, capsule molle	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	advilcaps 200 mg, capsule molle	ibuprofene
CIS68390553	SPIFEN 200 mg, comprimé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	spifen 200 mg, comprime	ibuprofene
CIS69543863	NUROFENFLASH 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofenflash 400 mg, comprime pellicule	ibuprofene
CIS66743339	NUROFENFLASH 400 mg, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	nurofenflash 400 mg, poudre pour solution buvable en sachet	ibuprofene
CIS67589926	IBUPROFENE ZYDUS FRANCE 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene zydus france 200 mg, comprime pellicule	ibuprofene
CIS68774041	IBUPROFENE EVOLUGEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene evolugen 400 mg, comprime pellicule	ibuprofene
CIS69847599	IBUPROFENE TEVA 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969	ibuprofene teva 400 mg, comprime pellicule	ibuprofene
CIS60005856	FAMOTIDINE EG 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INg9k9sabjhaqdct2rsecihji2dhv5j297	FAMOTIDINE	Q411159	famotidine eg 20 mg, comprime pellicule	famotidine
CIS67557907	FAMOTIDINE EG 40 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INg9k9sabjhaqdct2rsecihji2dhv5j297	FAMOTIDINE	Q411159	famotidine eg 40 mg, comprime pellicule	famotidine
CIS68572075	FAMOTIDINE MYLAN 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INg9k9sabjhaqdct2rsecihji2dhv5j297	FAMOTIDINE	Q411159	famotidine mylan 20 mg, comprime pellicule	famotidine
